,ID,Album,Artist,ISRC,Original Advance Amount,Additional Recoupable Costs,Total Recoupable Costs,Currency,Release Date,First Revenue Date,Contractual Artist Split,Contractual Artist Split After Recoupment,Contract Term (months),Legacy: Expected Time to Repay (in P&L months excluding months where no revenue at the time of the investment),Legacy: Expected time to repay month,Expected Payback Period,1 Year Cum Expected Revenue,2 Year Cum Expected Revenue,3 Year Cum Expected Revenue,Number of Streaming Services above 2,Number of Streams & Youube Views (as of pool cut date),Total Gross Royalty Revenue Earned,Total Instrumental Split of Revenue,Total Artist Revenue,Total Revenue Paid to Artist,Total Expected Revenue to date,Actual to Expected Revenue,Outstanding principal / advance,Revenue Month (i.e. number of months receiving revenue),Currency.1,Expected Repayment Term,Max Advance,Minimum Streaming Services,Inactivity (received revenue vs expected - tested after 6 months from origination date),ELIGIBLITY CRITERIA CHECK,EXCEPTION LOAN,STATUS,Monthly Revenue Collected,3/9 Month Average monthly collections,Remaining Term,Remaining PV Term,Future Revenue,Revenue until Artist Recoups,Future Cashflows 3 years,Eligible Portfolio Value,Net Eligible Portfolio Value (*80%),Buyback?,Buyback Amount,Buyback Date,Agreement with Company,Date of Agreement
251,7vF3xkCMvZjAe2nTWY0uQZ,Made For You,Jake Owen,QZ22S1700059,99027,1998,4031,USD,2023-06-01,2023-07-01,0.109718336,0.3847788989,20,23,9,26,7355,3744,4701,3,70189,31630,85112,58010,42378,16407,0.2976261712,83015,6,USD,17,393335,2,1,1,1,Inactive,3200,9583,33,32,115331,486373,447193,140494,237866,Yes,172774,2023-12-31,Agreement 1,2023-06-01
252,7rHhyIFh9G17e015ro1NEA,Good enough,Xdinary Heroes,US5TA2300030,70463,4485,3777,USD,2023-06-01,2023-07-01,0.2088567986,0.1908641686,19,20,15,17,2601,9820,2228,2,10818,32984,58388,40686,34002,78956,0.120642645,78041,6,USD,12,286037,1,0,1,0,Active,3641,9293,26,27,279341,377639,254269,156608,322583,Yes,299532,2023-12-31,Agreement 1,2023-06-01
253,2SnIt4OHXaqk0VW7sGDG2o,sweater weather - slowed + reverb,omgkirby,QZHN72178310,31895,1469,3085,USD,2023-06-01,2023-07-01,0.1274678293,0.375213533,27,11,14,30,8016,4221,2290,1,78913,94958,50714,21726,15554,47794,0.5447623487,54970,6,USD,35,241552,2,0,1,0,Inactive,6452,1927,24,20,480213,190361,277641,192344,316448,Yes,239630,2023-12-31,Agreement 2,2023-06-01
254,1BWsOxeMx83OrKGCV4gxly,I Feel the Earth Move,Carole King,USSM17100508,34592,3391,3423,USD,2023-06-01,2023-07-01,0.3458981236,0.3860672653,32,9,17,12,4036,9879,6223,3,46027,27415,29699,90022,92529,38737,0.9207775008,46282,23,USD,25,109537,1,0,1,1,Inactive,4093,1745,22,21,135180,199638,428520,274670,147065,Yes,386757,2023-12-31,Agreement 2,2023-06-01
255,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,GBAYE0200771,28926,2884,2399,USD,2023-06-01,2023-07-01,0.4088108124,0.4003712575,13,9,23,22,3551,3231,6972,1,18499,60545,84154,43964,89151,30609,0.2637271909,67037,17,USD,16,449445,3,0,0,0,Inactive,1048,4121,22,24,446649,482505,199633,374678,468773,No,142231,2023-12-31,Agreement 3,2023-06-01
256,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",Claude Debussy,GBF079411430,90674,3146,2388,USD,2023-06-01,2023-07-01,0.4844235506,0.217292214,15,23,17,20,1891,2071,9450,1,42939,60812,67401,19799,17757,41000,0.5630139004,99064,33,USD,22,306678,2,1,0,0,Active,8804,8448,24,31,263121,491688,385798,166711,276039,No,263589,2023-12-31,Agreement 2,2023-06-01
257,2fywBLXK9GQi8YR8C8d3c4,Fall for You,Secondhand Serenade,USYAH0700007,90159,3464,3458,USD,2023-06-01,2023-07-01,0.435525165,0.4549615965,21,10,23,30,3329,1442,5872,1,97349,16547,16314,42808,46198,54706,0.5271052888,42678,27,USD,21,121584,2,0,0,1,Active,3090,8660,28,18,373378,396627,158292,312293,219525,Yes,495885,2023-12-31,Agreement 1,2023-06-01
258,4Z6zEkJKFl5QmIjeC3KNTO,So You Wanna Marry Daisy,Spence Hood,QZFZ22118950,70483,1893,2990,USD,2023-06-01,2023-07-01,0.1217907154,0.3028240202,17,15,18,29,1415,9384,2238,1,30018,24954,47233,60438,97138,95588,0.7264052922,25814,26,USD,26,166459,2,0,1,0,Inactive,3392,7323,24,29,336548,275173,486358,476509,117029,Yes,124822,2023-12-31,Agreement 4,2023-06-01
259,3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,GBUM70604698,28984,4093,1394,USD,2023-06-01,2023-07-01,0.1251140296,0.1825735384,19,6,15,24,2939,2540,7169,2,73743,37555,61323,20063,81792,88437,0.4036329891,22719,14,USD,27,436122,3,0,0,1,Inactive,1115,8308,30,24,141476,450045,407314,450580,461415,Yes,409045,2023-12-31,Agreement 4,2023-06-01
260,6K8VQ84MqhsoakN5MjrnVR,Supercut,Lorde,NZUM71700072,33906,2129,4763,USD,2023-06-01,2023-07-01,0.3832049081,0.3770877353,20,22,19,27,5314,9026,1313,2,26149,74661,32221,61425,66365,58475,0.8838682734,95969,22,USD,22,134819,1,0,0,1,Inactive,2090,4728,34,25,300576,332247,402220,137610,275895,No,314251,2023-12-31,Agreement 4,2023-06-01
261,1AGxHml6W2O7ZnJXig8Hg5,Washout,GOLDHOUSE,UK6KW2000203,49123,1996,1249,USD,2023-06-01,2023-07-01,0.2386819289,0.118458292,17,19,20,34,5615,1129,2128,3,18409,50735,69891,75161,47447,23682,0.4292116446,77432,17,USD,20,234786,4,0,1,0,Inactive,3373,2591,20,34,217107,239714,213035,203084,402506,No,445008,2023-12-31,Agreement 2,2023-06-01
262,7IixBdaaZQRAYqtJ7Jmt3O,2 Week Notice,Jon Connor,USLD90805880,88128,2011,4792,USD,2023-06-01,2023-07-01,0.1675057255,0.1583942665,29,8,7,22,8123,2274,6978,1,23005,50259,33134,49708,33934,29251,0.7794318985,14147,8,USD,24,213968,3,0,1,1,Active,6269,8627,22,26,215213,295915,147320,443112,150407,No,420974,2023-12-31,Agreement 2,2023-06-01
263,3OcAMZaKt6abyIw9wbej6n,I'm At That Party Right Now - Original Mix,Vito Ricci,NLD7H1500008,29111,4469,2565,USD,2023-06-01,2023-07-01,0.4022844266,0.4156543021,27,18,16,12,7759,4454,4222,1,26401,64621,11120,75312,21767,17214,0.4279046624,52299,19,USD,24,436599,4,1,1,1,Inactive,3035,7913,21,23,419392,490687,475043,247443,206006,Yes,120515,2023-12-31,Agreement 2,2023-06-01
264,5laZk2HGQypckf7pInPJTq,Flight2Mars,Brooklyn Wyatt,UK6KW2100312,21848,2003,1771,USD,2023-06-01,2023-07-01,0.300733337,0.2475149485,17,17,16,27,3095,8973,2914,1,16598,38058,57995,13049,97157,45718,0.3053700221,81710,7,USD,15,438868,1,1,0,1,Inactive,8222,5278,23,21,415237,428917,302716,391525,308759,No,196563,2023-12-31,Agreement 4,2023-06-01
265,6NVu0gFLV6t6SDjXUpwCeu,Ruin Your Night,Sorcha Richardson,QM24S1650292,28671,4417,3625,USD,2023-06-01,2023-07-01,0.308729543,0.1606898074,34,16,8,23,6266,4211,6263,3,48949,51914,51966,84710,89195,82999,0.6073064517,67342,9,USD,14,309761,2,1,0,1,Active,4104,8985,34,26,250240,476705,325618,465548,419517,Yes,489808,2023-12-31,Agreement 2,2023-06-01
266,5rgrBsAFYMun6yhtnLKRPz,Right My Wrongs,Bryson Tiller,USRC11502201,54757,2914,3812,USD,2023-06-01,2023-07-01,0.1775010687,0.4455246863,28,22,15,13,8776,1809,3497,4,45669,98432,13057,37027,56841,15324,0.7901516044,26565,33,USD,14,273863,1,0,0,1,Inactive,7638,8635,28,13,328955,463426,360736,343145,221217,No,479992,2023-12-31,Agreement 3,2023-06-01
267,4Lb1Kt73wdW7iOF5jkG2wZ,Smiling Faces,Kevin Gates,USAT21301785,16154,3776,3132,USD,2023-06-01,2023-07-01,0.1804372599,0.1044743624,30,14,18,35,8479,4566,4476,2,32640,39325,27171,97535,34124,32040,0.3748327511,50575,27,USD,26,285438,3,1,1,0,Inactive,9171,2881,20,33,369549,106936,161824,388617,450366,Yes,370349,2023-12-31,Agreement 4,2023-06-01
268,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,USWB19800160,93355,1893,1393,USD,2023-06-01,2023-07-01,0.171215807,0.4506974663,17,16,6,19,2180,4547,1734,1,43383,99314,42404,37155,91250,47130,0.6309599339,66511,8,USD,22,486082,3,0,1,1,Active,2104,3243,23,34,279173,164703,369599,378403,449518,No,191071,2023-12-31,Agreement 1,2023-06-01
269,74ABBu8osxqmuFOAKcWWpG,Forgiveness,Paramore,USAT21700952,19606,3109,4134,USD,2023-06-01,2023-07-01,0.339689343,0.1536722556,14,11,14,16,7547,1122,9554,2,92409,93403,45235,51843,74670,13331,0.5448771472,32157,30,USD,24,326171,2,0,1,0,Inactive,1580,4494,25,13,376610,185625,177133,306323,108458,Yes,282138,2023-12-31,Agreement 2,2023-06-01
270,2KKRbE3Dv4wR7ioA6sIdDU,Easy - Acoustic Version,Lillian Hepler,QZDA62118438,97672,3043,4342,USD,2023-06-01,2023-07-01,0.4897146716,0.3818273235,30,11,13,22,4906,4492,7983,1,25404,37283,15588,48557,86537,81318,0.1195685587,71267,11,USD,31,421608,3,0,1,0,Active,7802,3738,20,25,367780,477199,481883,302237,323106,No,199695,2023-12-31,Agreement 1,2023-06-01
271,1pdFdv8R6ezIAUUNkn785b,CHEERS,SEVENTEEN,USA2P2212524,39806,3839,2278,USD,2023-06-01,2023-07-01,0.1207318259,0.4709510955,28,21,9,24,3601,4788,5483,2,99134,63426,35455,93207,69205,18082,0.6571490344,22991,14,USD,22,307388,2,0,1,1,Active,4206,1925,14,30,275567,350848,147287,198453,374731,No,353638,2023-12-31,Agreement 3,2023-06-01
272,4KyvNpG8qZ21CLWAp8mFc6,Being Around,The Slaps,QZES51992286,37407,1695,3257,USD,2023-06-01,2023-07-01,0.4882231049,0.3553615553,17,23,10,34,3799,3600,2035,1,54295,69356,51093,37508,98017,76253,0.3802706079,38869,31,USD,31,420331,2,0,1,0,Active,7167,2325,24,19,225934,344562,224271,266617,148907,No,455702,2023-12-31,Agreement 4,2023-06-01
273,4cJsJdwEp3y4K1slV5fRZm,Interlude,Hollow Coves,AUGSG1600009,93749,4848,1516,USD,2023-06-01,2023-07-01,0.1723641455,0.1085863161,26,12,20,13,4867,7042,4126,3,13778,78806,12779,13592,82405,75186,0.7704614313,31583,16,USD,22,338758,3,1,1,1,Active,5608,8506,19,13,210731,220999,146686,114504,210556,No,201865,2023-12-31,Agreement 3,2023-06-01
274,0d0Z9qFbTIgDSZtImluTAy,Houses of the Holy - Remaster,Led Zeppelin,USAT21300967,91950,1654,4624,USD,2023-06-01,2023-07-01,0.2113116197,0.290986726,23,14,12,16,2943,4016,4349,4,27003,86201,82352,25290,65059,49001,0.3286425613,39943,14,USD,32,104777,2,1,1,0,Active,1955,4838,28,30,329466,315006,387525,279861,229626,No,485715,2023-12-31,Agreement 4,2023-06-01
275,5W8HXMOMLtXLz0RGKUtnlZ,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,USUM72118408,42730,4808,1505,USD,2023-06-01,2023-07-01,0.1827547377,0.1906884063,26,13,12,15,6274,7328,1724,2,48650,85372,14411,19996,97002,11303,0.9199175204,57732,16,USD,33,472476,1,0,1,0,Active,2606,9525,21,33,363698,282006,123460,363919,150867,Yes,371962,2023-12-31,Agreement 4,2023-06-01
276,02uuyfMVDPh81EirCFoyhi,California Wine,Quinn Devlin,QZFYZ2002141,48435,2779,1262,USD,2023-06-01,2023-07-01,0.1574094468,0.1301466194,29,10,11,24,2578,2245,4949,2,35715,71695,53926,75418,45215,62764,0.9535719523,64026,10,USD,21,484405,1,1,1,0,Active,6662,3862,16,35,407521,200943,430895,419212,441070,No,316528,2023-12-31,Agreement 4,2023-06-01
277,1SW3jQ5cIOLNINk9YAaX9h,Sunscreen,Ira Wolf,QM82J1700001,68706,2079,4876,USD,2023-06-01,2023-07-01,0.4263964804,0.4626190382,21,23,11,20,7914,7010,4601,3,95180,33054,62384,78541,28424,88004,0.4978495795,44192,13,USD,29,491238,3,0,1,1,Inactive,1377,1401,31,12,345853,159211,495588,236411,337277,No,256472,2023-12-31,Agreement 4,2023-06-01
278,6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,CA5KR1821202,11417,4397,1547,USD,2023-06-01,2023-07-01,0.4622178268,0.3853248912,29,21,21,34,1069,3153,8240,3,59848,12949,94268,94545,43968,85598,0.752586297,47383,35,USD,24,375950,1,0,1,1,Active,4417,4371,35,25,282219,298980,447418,153119,169712,No,234012,2023-12-31,Agreement 2,2023-06-01
279,29SyMC0plk6qw8NMF7lfRL,You Really Got Me,The Kinks,GBAJE6400005,49642,3101,3202,USD,2023-06-01,2023-07-01,0.2669015595,0.1665968193,29,6,6,32,6274,3719,7211,1,72898,59538,71333,49080,60304,99781,0.1848137919,17078,32,USD,35,460285,3,0,1,0,Inactive,6689,2354,29,17,269710,238099,203023,452687,149945,Yes,470271,2023-12-31,Agreement 2,2023-06-01
280,65we2tl6Sfb279TVN8O1XV,In The Middle Of Deserts,Virginia Short,QZY4E2105829,91488,2217,3303,USD,2023-06-01,2023-07-01,0.1921426441,0.4901484676,14,9,16,27,3286,9997,8807,1,87336,86479,62786,53270,81306,10933,0.3379610402,49525,13,USD,23,184467,3,1,1,1,Active,4488,4120,19,24,182556,473735,481484,275865,143316,No,429724,2023-12-31,Agreement 2,2023-06-01
281,5GYbkDveRD2I8M5ZJ14hWn,Never Say Never,Justin Bieber,USUM71015391,72828,4884,1761,USD,2023-06-01,2023-07-01,0.159211781,0.2648715105,34,21,7,26,3601,3253,4657,1,61040,83948,73941,19498,40850,49242,0.4005944724,10748,28,USD,29,109202,3,1,1,1,Active,1636,1786,22,18,122343,296375,280299,163156,100289,No,404721,2023-12-31,Agreement 3,2023-06-01
282,4vUBUQk95PgGide6RZFEVm,Riddim Up,Kenny Ken,GBCEQ2100048,80529,4099,3318,USD,2023-06-01,2023-07-01,0.4680730231,0.4026712974,22,7,7,25,9477,4047,8851,3,36932,96156,63294,40769,23563,39528,0.9311516677,15468,33,USD,18,224916,4,0,0,1,Inactive,2069,2374,17,12,487779,253865,462377,226625,443385,No,252786,2023-12-31,Agreement 2,2023-06-01
283,5TywrBF82AUQ83pXuMXjXg,"Groove with You, Pts. 1 & 2",The Isley Brothers,USSM17800133,28470,2194,2942,USD,2023-06-01,2023-07-01,0.11765854,0.1101739572,31,22,9,13,4587,8967,9267,3,51527,82296,74717,61351,18602,24601,0.5811584049,82087,15,USD,27,410771,1,0,1,0,Inactive,6955,9147,33,25,305596,464678,114231,328491,224791,No,332987,2023-12-31,Agreement 2,2023-06-01
284,1OOtq8tRnDM8kG2gqUPjAj,Beat It,Michael Jackson,USSM19902990,47612,3360,4184,USD,2023-06-01,2023-07-01,0.328979829,0.2818190431,34,18,13,14,7592,6290,3349,2,24523,38528,78965,89634,53688,19255,0.2238508258,53212,10,USD,16,213713,1,1,1,0,Active,5063,9360,34,25,427550,342467,348495,303106,481195,Yes,243276,2023-12-31,Agreement 2,2023-06-01
285,3jS7bB0oXVOwGFZn3aE5NV,You Oughta Know - 2015 Remaster,Alanis Morissette,USMV21500002,31083,1688,2459,USD,2023-06-01,2023-07-01,0.2679899339,0.3406643698,18,15,20,20,3376,1202,6973,2,57493,45104,20662,24245,48822,79316,0.5686993662,83820,31,USD,25,228168,2,0,0,1,Inactive,9427,5560,20,27,400694,376265,289156,495858,270914,No,461763,2023-12-31,Agreement 2,2023-06-01
286,0s6EgB90g2jyk1k54FbakD,Friends Instead Of Strangers,Wildy,SE6QE2066935,82927,1185,2755,USD,2023-06-01,2023-07-01,0.2717826154,0.1867453501,15,7,21,28,4237,3793,2368,3,92642,93264,24931,93055,25582,43403,0.736983596,11823,24,USD,13,433146,1,0,1,0,Inactive,5100,5485,33,35,463333,104262,214301,380096,154419,Yes,293147,2023-12-31,Agreement 2,2023-06-01
287,39U2gBYLO1DZEfoOZpO2Hl,Can't Focus,Slypex,QZHNC2205683,64088,1835,3372,USD,2023-06-01,2023-07-01,0.4042035022,0.1325636971,15,14,7,22,3962,4305,8274,3,39921,26654,74521,98143,27585,78151,0.6999980813,96799,16,USD,17,312137,3,0,0,0,Inactive,8838,8866,22,23,255814,124673,111965,424734,483397,No,323036,2023-12-31,Agreement 4,2023-06-01
288,7x5RHNfsXKMclDiFyl2sI3,Crybaby,Rawmullaa,QZNMU2124638,66424,4765,2653,USD,2023-06-01,2023-07-01,0.2017021443,0.4355609755,32,8,7,18,6464,8640,8525,1,80265,93283,24990,69764,92357,26517,0.2463387111,20686,16,USD,33,329112,1,1,0,0,Inactive,7989,5238,21,12,491675,444097,321726,126882,192056,Yes,341227,2023-12-31,Agreement 3,2023-06-01
289,4ajui34hnuTZyYSkp0GqgG,Lover,Matt Corby,GB6TW2200142,57510,3467,1671,USD,2023-06-01,2023-07-01,0.340361585,0.1406322519,15,7,6,24,9626,8138,8074,3,76743,63905,59409,20366,28441,92019,0.85916825,38191,20,USD,34,392410,3,1,1,1,Active,4634,4911,27,18,347762,394888,375979,397203,395772,No,333179,2023-12-31,Agreement 2,2023-06-01
290,7gDcVXlWdaNTewQqEEzd1a,God Save This Queen,Bimini,UK6KW2100332,37200,1051,4248,USD,2023-06-01,2023-07-01,0.2601773126,0.2452920849,26,20,21,18,5124,5257,8331,4,28881,83088,46683,43132,22250,72447,0.7413733633,80681,26,USD,14,400524,2,0,0,1,Active,4368,7291,26,20,362217,284277,134415,194630,134304,Yes,261617,2023-12-31,Agreement 3,2023-06-01
291,745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,USMO16490001,64969,3307,4039,USD,2023-06-01,2023-07-01,0.2906630471,0.1522029513,13,6,17,16,1889,5696,7903,2,29591,84369,45646,86516,89816,12553,0.1041342202,47881,22,USD,29,354825,3,1,0,0,Active,7391,2920,14,20,448733,103154,225644,256526,127281,No,305473,2023-12-31,Agreement 3,2023-06-01
292,0D3GIsuXOqEn7eEhrA3BSo,Zero Feelings,Zoe Clark,UK6KW2100406,96034,1213,3108,USD,2023-06-01,2023-07-01,0.4022484612,0.4187315467,13,19,6,19,2973,9340,6117,2,57610,10941,94197,12559,95207,12746,0.154863306,47889,30,USD,32,360490,2,0,0,1,Inactive,3611,1647,34,24,255337,276257,112468,397745,352139,Yes,396057,2023-12-31,Agreement 2,2023-06-01
293,7vMw6cSLb5BymawJLN50xZ,I Fade Away,Tulips Ballad,QZHN82085434,94146,4619,2196,USD,2023-06-01,2023-07-01,0.2964032742,0.4288090808,13,19,18,23,1185,9289,8460,2,91062,15562,54336,20923,39276,30519,0.8469809665,89160,11,USD,28,243068,3,1,1,1,Active,4456,8532,17,19,296225,342802,461946,276358,499784,Yes,252405,2023-12-31,Agreement 3,2023-06-01
294,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,GBUM71308833,16247,4144,1252,USD,2023-06-01,2023-07-01,0.3225047553,0.1510272569,34,12,14,35,1477,8148,7369,4,86709,34012,95067,95241,83719,59070,0.685422443,36505,21,USD,23,125883,1,0,0,1,Active,7035,1928,19,24,432891,194484,394575,313346,259215,No,403231,2023-12-31,Agreement 4,2023-06-01
295,3RXh9v9Ld03bAaxI23qfdd,I'll Stay,Leroy Sanchez,UK6KW2100365,42093,1850,1172,USD,2023-06-01,2023-07-01,0.2327451197,0.2735442485,19,7,15,21,2514,2515,6585,1,51053,91977,41509,91511,39419,10499,0.8772539584,75267,8,USD,15,169087,4,0,0,1,Active,7456,1000,34,15,329637,109651,419340,436686,275816,No,107383,2023-12-31,Agreement 3,2023-06-01
296,4jsVYaFtVucMtaWuT4Ht9o,True Colours,Micky,UK6KW2100572,66790,2749,2249,USD,2023-06-01,2023-07-01,0.4807347937,0.251265433,30,17,14,13,2276,7012,5531,4,94557,27165,78098,98762,15588,50568,0.6423452294,52789,18,USD,24,182593,3,1,1,1,Inactive,8922,9053,26,29,360603,161708,261342,278400,483044,No,477749,2023-12-31,Agreement 1,2023-06-01
297,4teIDjI7ID2tkuBgMJrCFJ,Love Is The Purest Thing There Is,DJ Sabrina The Teenage DJ,GBWUL2198199,94051,2810,3571,USD,2023-06-01,2023-07-01,0.4722150084,0.4834950661,29,21,6,33,7051,7083,8599,2,57831,28232,11804,27789,89594,84092,0.9373908472,83135,26,USD,19,334419,2,1,0,1,Inactive,6623,6602,30,35,366356,195056,132634,114667,356936,Yes,409622,2023-12-31,Agreement 2,2023-06-01
298,5faz5WYRJdRDiCa42DSgHR,Route 66 (feat. EST Gee),Jack Harlow,USAT22007712,72669,1464,4701,USD,2023-06-01,2023-07-01,0.2131036074,0.2244943559,33,14,6,21,1917,8937,1196,1,50528,42684,18177,15186,39687,70949,0.6439939512,81196,8,USD,13,202359,2,1,0,0,Active,5086,8947,31,26,134164,209647,299704,426711,440551,No,460369,2023-12-31,Agreement 2,2023-06-01
299,6rz0dTA0PdhXImFV5EjM0w,Hide (feat. Seezyn),Juice WRLD,USUG11802778,60197,1143,1341,USD,2023-06-01,2023-07-01,0.4016588738,0.3042349195,14,7,16,30,4079,5604,8103,4,90556,25013,22080,29148,85481,70887,0.2530229919,73514,24,USD,12,486830,4,0,1,1,Inactive,9474,1704,31,17,318959,139576,481304,177372,211735,No,373939,2023-12-31,Agreement 1,2023-06-01
300,4wYqPn3Kg3vZrkVgW2oqAG,Love Is A Battlefield,Pat Benatar,USCH38300002,63231,1841,2760,USD,2023-06-01,2023-07-01,0.33197621,0.1614655621,14,19,22,33,2740,5655,1429,2,59804,72785,90246,49719,45888,17087,0.6887544627,28917,33,USD,23,155675,2,1,0,1,Active,1740,7284,25,22,355922,118430,455697,316920,279758,No,318954,2023-12-31,Agreement 4,2023-06-01
301,4iz9lGMjU1lXS51oPmUmTe,Homecoming,Kanye West,USUM70749093,99895,2369,3268,USD,2023-06-01,2023-07-01,0.2529948085,0.3003292495,31,10,10,33,4670,7769,9619,2,70675,56756,90625,49619,84918,73296,0.9709032157,33090,24,USD,17,308218,3,1,1,1,Active,7748,2560,31,14,274938,386954,261936,283838,395231,No,167133,2023-12-31,Agreement 1,2023-06-01
302,2y8Az6zkzWtLKjx4XzaxaJ,I Wanna Be Loved by You,Marilyn Monroe,DEUE22381750,99610,4005,4919,USD,2023-06-01,2023-07-01,0.3518034331,0.1855633611,14,13,20,35,3475,2089,2190,3,60622,53795,64405,78215,28969,53219,0.8606195459,98524,30,USD,32,133773,1,0,0,0,Active,1773,2175,16,16,169037,296407,200230,158714,468459,No,185682,2023-12-31,Agreement 4,2023-06-01
303,7gDwRzJhLs0fFHaGtMDJVM,Baby Blue (feat. Chance the Rapper),Action Bronson,USAT21500295,25518,1846,3981,USD,2023-06-01,2023-07-01,0.2500595096,0.2810757937,21,9,12,25,7541,4746,9173,3,15028,50029,98261,11382,53567,82989,0.7512309495,23510,29,USD,35,423422,1,0,0,0,Active,2592,3785,35,28,141661,109867,133477,390978,484642,Yes,104228,2023-12-31,Agreement 2,2023-06-01
304,1KMkcUvF7m3SDChDOa7i5L,WITHOUT YOU,The Kid LAROI,USSM12006586,31284,4909,3892,USD,2023-06-01,2023-07-01,0.4362833029,0.4816124484,30,16,6,31,2716,8799,8421,1,41867,31805,68879,10277,61065,94250,0.2747724288,12263,9,USD,29,285211,2,1,1,0,Inactive,6140,9407,29,33,438631,188283,126375,275037,484023,No,192427,2023-12-31,Agreement 4,2023-06-01
305,0bOCAiSF04TziDFLSQ1fLr,Dare You To Move - Acoustic,Ryan de Mel,QZNWS2034818,50299,2069,4709,USD,2023-06-01,2023-07-01,0.1325967616,0.4063139875,12,14,22,27,2345,3929,9073,1,66946,53244,63825,84370,14039,52360,0.8423028171,48939,9,USD,25,105569,4,1,0,1,Inactive,8349,4280,13,22,214662,233834,284526,469675,272689,Yes,248816,2023-12-31,Agreement 2,2023-06-01
306,4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,USRE18900030,12059,4487,3096,USD,2023-06-01,2023-07-01,0.3327548262,0.4318313578,23,19,17,23,4762,4932,2554,1,87934,19396,67619,34126,12505,22473,0.2899097763,11670,25,USD,20,304418,2,0,1,1,Inactive,4854,8370,17,28,469641,406254,183460,372051,161792,Yes,410458,2023-12-31,Agreement 3,2023-06-01
307,1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU","Tyler, The Creator",USQX91901118,59723,3565,4614,USD,2023-06-01,2023-07-01,0.1960782838,0.2807053202,20,9,9,16,8556,8300,7131,3,56888,87681,38485,59460,70718,67864,0.4793332535,31465,32,USD,24,173100,2,1,0,0,Active,1432,8957,19,33,356632,115932,239176,379266,110660,Yes,362327,2023-12-31,Agreement 1,2023-06-01
308,1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry,USCA20802544,14454,2360,3701,USD,2023-06-01,2023-07-01,0.123017356,0.3357957871,27,9,21,34,7691,1720,4978,1,12604,76529,86928,65754,92628,79777,0.4057403427,10970,19,USD,21,156583,4,1,1,0,Inactive,8258,7793,29,28,185062,439812,202128,391090,422374,Yes,269977,2023-12-31,Agreement 3,2023-06-01
309,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,Kylie Minogue,GBAYE0100913,45090,2007,3886,USD,2023-06-01,2023-07-01,0.1707484112,0.3161051419,15,19,10,16,8537,4906,5573,2,56035,97630,14510,17969,69006,64269,0.4291457216,23646,9,USD,13,399799,2,0,0,1,Active,3622,3283,35,29,206593,412272,140443,321078,143344,Yes,347773,2023-12-31,Agreement 4,2023-06-01
310,2qDTVDLjK4PctCvC8Mg19x,Diet Coke,Pusha T,USUM72201218,66715,1715,3186,USD,2023-06-01,2023-07-01,0.273520125,0.1942161339,14,18,22,29,6936,1089,2470,1,47560,34035,21375,91440,86247,92593,0.9740096107,94969,8,USD,24,407070,2,1,0,0,Inactive,4641,1516,22,14,460087,361457,403356,175393,184413,No,230477,2023-12-31,Agreement 2,2023-06-01
311,0pgkxeTHNiPxsgGkkRXgRz,Love You (But I Don't),Zoe Clark,UK6KW2100753,77784,2827,2981,USD,2023-06-01,2023-07-01,0.1567984153,0.3307454962,12,9,14,29,6139,2394,3441,1,80891,30786,79685,91050,74163,64563,0.8865759468,37819,13,USD,28,451132,3,1,1,1,Inactive,7589,6402,23,25,428118,324444,263075,318920,307792,No,395705,2023-12-31,Agreement 1,2023-06-01
312,464HG7mt7NNKtKY0Hco8Y8,For You,Staind,USEE10100308,56962,4303,1964,USD,2023-06-01,2023-07-01,0.4312854001,0.1956370726,15,7,10,25,7307,9339,1783,2,64738,63661,83621,27508,82705,71463,0.113643586,36016,32,USD,35,119946,3,1,0,0,Inactive,3214,9322,28,16,454021,450827,499070,278641,293197,Yes,163122,2023-12-31,Agreement 3,2023-06-01
313,03ZKxhlHbEK1L6xZHUEd5l,Finish Line,Delaney Bailey,UK6KW2100758,34299,4982,4606,USD,2023-06-01,2023-07-01,0.3176958072,0.2471957243,16,20,8,19,2058,5796,2970,3,73860,89688,52185,20478,47032,78559,0.5892073774,79249,22,USD,15,420790,3,1,1,1,Inactive,7019,5891,35,24,161879,174820,282685,347973,476295,Yes,153045,2023-12-31,Agreement 2,2023-06-01
